"59","2021214131","25","92","学习的最终衡量标准是学生利用知识促进现实生活中思考的能力，这种方法符合21世纪学习者的需求，他们必须解决，不仅利用其现有知识，而且还要求他们寻找有效解决方案的额外信息或技能的问题","建构学习的主张"
"60","2021214131","26","76","合作学习比竞争学习，个体学习更有效，他更加具有社会效应","合作学习"
"61","2021214149","23","12","1.行为主义
2.认知主义
3.建构主义","三大学习理论"
"62","2021214153","23","9","行为主义学习理论认为人类思维是与外界环境相互作用的结果。
认知主义学习理论认为人的认识不是外界刺激直接给予的，而是外界刺激和认知主体内部心理过程相互作用的结果。
建构主义学习理论认为知识不是通过教师传授得到的，而是学习者在一定的情景下，通过意义建构的方式而获得的。","行为主义视角下的学习"
"63","2021214131","5","63","教师在讲书中可以无缝整合概念图流媒体音视频交互式动画等富媒体手段，提供深度的交互","交互式学习"
"64","2021214131","5","109","PRS","个人反馈系统"
"65","2021214131","5","157","Prs的教学应用包括测量学生对于概念的理解比较，学生对于不同观念的态度预测若何情境下的反应加快，基本技能的操练测量学生对于概念的理解","PRS的教学应用"
"66","2021214131","5","214","移动评价设备教室直接通过手持移动设备记录学生的评价数据，设备背后的移动计算资源能够把数据通过云计算上教室，在办公室，电脑端直接下载评价报告","移动评价设备"
"67","2021214131","5","301","实践社区来自不同地区的老师在虚拟空间上聚集这些基于网络的交互，能够允许教师们互相合作，共同交流教学材料","实践社区"
"68","2021214131","6","0","数字移民是指因为出生较早，在面对数字科技，数字文化是必须经历并不顺畅且较为简单的学习过程中","数字移民"
"69","2021214131","8","36","加涅把教学过程的几个阶段称为教学实践
成功的课堂是从激发学生学习兴趣开始的，然后以此呈现新内容，练习反馈，评价学生的理解程度，布置课后作业等","教学事件"
"70","2021214131","8","107","assure是围绕在教室环境下怎样使用媒体而设计的一套模式，不是一个完整的系统化教学设计过程
系统化教学过程还包括需求的分析，教学内容的分析，产品设计，原型实验等","ASSURE和系统化教学过程"
"71","2021214131","9","11","分析学习者
了解教学对象选择合适媒体，实现教学目标
一般特征，
入门能力，
学习分格","分析学习者"
"72","2021214131","9","85","教学对象，行为，条件，程度","教学目标"
"73","2021214131","9","248","教学材料的获得有三种途径，选择现有的教学材料，修改现有的教学材料设计新的教学材料","选择教学方法，媒体和材料"
"74","2021214131","9","319","教师需要对教学的有效性，教学成绩解学生的学习成绩做出评价，为了了解学习的总体情况，要对整个学习过程进行评价","评价与修正"
"75","2021214153","8","46","成功的课堂教学是从激发学生学习兴趣开始的，然后依次呈现新内容、练习与反馈、评价学生的理解程度、布置课后作业等，assure整合了这些教学事件。","加涅研究"
"76","2021214153","8","81","系统化教学设计指导整个教学系统的开发过程。系统化教学设计除了包含assure模式的步骤以外，还包括需求分析，教学内容分析，产品设计，原型实验、系统实施等过程","系统化教学设计"
"77","2021214131","22","68","learning via telecommunications","远距学习"
"78","2021214131","22","114","有信息的呈现
能够访问的学习资源
","远距学习的特点"
"79","2021214131","11","12","演讲信息员通过说表演或其他方式，把信息传播给学习者，这是一种由信息员控制的单向传播，演讲者和学习者不进行直接交流","演讲"
"80","2021214131","11","42","在示范教学法中，学习者通过观察真实的操作技能或操作过程进行学习示范，可以被录下来使用录像等媒体反复回顾供学习者学习，目的是让学生模仿学习动作或者想学习榜样，形成一定的态度和价值观
","示范"
"81","2021214131","11","73","学习者完成一系列设计好的练习，增加新技能的熟练程度，反复以及习得的技能使用练习法的时候，家庭学习这一句预先学习了将要练习的概念原理和国成为了提高学习效果，一定要包括反馈一，强化正确的做法，纠正错误，这种学习方法常用来解决数学问题，学外语和其单词
","练习"
"82","2021214131","11","123","辅导一边想学习的成全学习内容，一边提问并听取学习者的回答分析答案，提供适当的反馈指导，让学习者作练习指导，学习者达到预先决定的水平，一对一用来教授阅读和算术等分技能形式多样，教师辅导学生，学生辅导学生，计算机辅助学生，打英语材料辅导学生
","辅导"
"83","2021214153","22","165","第一种技术音频技术","远距离学习"
"84","2021214153","22","226","第二种技术视频技术
第三种技术网络技术","远距离学习"
"85","2021214153","11","14","信息源通过说，表演或其他方式吧信息传播给学习者。这是一种由信息源控制的单向传播，演讲者与学习者不进行直接交流","演讲"
