"843","21","2021214131","B,A,B"," 1,2,3,"," ","2022/10/3 下午10:53:25","2022/10/3 下午10:53:57","00:00:32","100","3"
"919","9","2021214131","C,D,D,B"," 1,2,3,4,"," ","2022/10/8 下午12:50:47","2022/10/8 下午12:52:55","00:02:08","100","4"
"920","10","2021214131","B,A,B,D"," 1,4,"," 2,3,","2022/10/8 下午1:00:45","2022/10/8 下午1:06:04","00:05:18","50","2"
"921","11","2021214131","C,C,B,D"," 1,2,3,4,"," ","2022/10/8 下午1:12:54","2022/10/8 下午1:14:34","00:01:40","100","4"
"1107","13","2021214131","A,B"," 1,2,"," ","2022/11/14下午11:06:08","2022/11/14下午11:06:38","00:00:29","100","2"
"1108","14","2021214131","B,C,B"," 1,2,3,"," ","2022/11/14下午11:13:36","2022/11/14下午11:15:13","00:01:37","100","3"
"1109","15","2021214131","B,A,A,B"," 1,2,3,4,"," ","2022/11/14 23:19:29","2022/11/14 23:19:45","00:00:16","100","4"
"1110","16","2021214131","D,C,A"," 1,2,3,"," ","2022/11/14下午11:26:08","2022/11/14下午11:26:56","00:00:48","100","3"
"1215","17","2021214131","B,A,B,C"," 1,2,3,4,"," ","2022/11/21 下午3:54:03","2022/11/21 下午3:59:11","00:05:07","100","4"
"1219","18","2021214131","C,C,B,B"," 1,2,3,4,"," ","2022/11/21 下午4:38:13","2022/11/21 下午4:39:34","00:01:20","100","4"
"1280","19","2021214131","A,B,A,A"," 1,2,3,4,"," ","2022/11/28 下午3:30:56","2022/11/28 下午3:37:48","00:06:51","100","4"
"1281","20","2021214131","B,C,B"," 1,2,3,"," ","2022/11/28 下午3:45:25","2022/11/28 下午3:45:47","00:00:21","100","3"
"292","1","2021214132","B,D,B,B"," 1,2,3,4,"," ","2022/9/2 22:08:44","2022/9/2 22:09:43","00:00:58","100","4"
"293","2","2021214132","D,B,C,D"," 1,3,4,"," 2,","2022/9/2 22:30:17","2022/9/2 22:31:04","00:00:47","75","3"
"294","3","2021214132","D,D,B,A"," 1,2,3,4,"," ","2022/9/2 22:45:50","2022/9/2 22:47:01","00:01:10","100","4"
"471","22","2021214132","D,A,C,C"," 1,2,3,4,"," ","2022/9/10 13:37:31","2022/9/10 13:39:55","00:02:23","100","4"
"472","23","2021214132","A,D,C"," 2,3,"," 1,","2022/9/10 13:44:40","2022/9/10 13:47:16","00:02:35","67","2"
"473","24","2021214132","A,A,A"," 1,3,"," 2,","2022/9/10 13:52:27","2022/9/10 13:53:13","00:00:46","67","2"
"474","25","2021214132","A,D,A,A"," 1,2,3,4,"," ","2022/9/10 13:57:06","2022/9/10 13:58:03","00:00:57","100","4"
"634","4","2021214132","C,D,D,C"," 1,2,3,4,"," ","2022/9/17 下午11:38:32","2022/9/17 下午11:39:31","00:00:58","100","4"
"635","5","2021214132","D,D,B,C"," 1,2,3,4,"," ","2022/9/17 下午11:42:31","2022/9/17 下午11:45:36","00:03:04","100","4"
"748","7","2021214132","B,D,C,A"," 1,2,3,4,"," ","2022/9/25 下午1:02:25","2022/9/25 下午1:03:56","00:01:31","100","4"
"749","8","2021214132","B,C,D,D"," 1,2,3,4,"," ","2022/9/25 下午1:09:40","2022/9/25 下午1:11:20","00:01:39","100","4"
"821","21","2021214132","B,A,B"," 1,2,3,"," ","2022/10/3 下午3:10:40","2022/10/3 下午3:11:26","00:00:45","100","3"
"926","9","2021214132","C,D,D,B"," 1,2,3,4,"," ","2022/10/8 下午9:57:40","2022/10/8 下午9:58:05","00:00:24","100","4"
"927","10","2021214132","B,D,D,D"," 1,2,3,4,"," ","2022/10/8 下午10:03:42","2022/10/8 下午10:04:48","00:01:06","100","4"
"928","11","2021214132","C,C,B,D"," 1,2,3,4,"," ","2022/10/8 下午10:11:05","2022/10/8 下午10:13:29","00:02:23","100","4"
"1074","13","2021214132","A,B"," 1,2,"," ","2022/11/13 下午10:22:05","2022/11/13 下午10:22:28","00:00:23","100","2"
"1075","14","2021214132","B,C,B"," 1,2,3,"," ","2022/11/13 下午10:26:28","2022/11/13 下午10:27:33","00:01:04","100","3"
"1077","15","2021214132","B,A,C,B"," 1,2,4,"," 3,","2022/11/13 下午10:33:31","2022/11/13 下午10:33:44","00:00:13","75","3"
"1078","16","2021214132","D,C,A"," 1,2,3,"," ","2022/11/13 下午10:36:14","2022/11/13 下午10:37:29","00:01:14","100","3"
"1189","17","2021214132","B,A,B,B"," 1,2,3,"," 4,","2022/11/19 下午11:28:08","2022/11/19 下午11:29:10","00:01:02","75","3"
"1190","18","2021214132","C,C,B,B","1,2,3,4,","0","2022/11/19 下午11:35:59","2022/11/19 下午11:36:13","00:00:13","50","2"
"1328","19","2021214132","A,B,B,A"," 1,2,4,"," 3,","2022/12/1 下午6:23:49","2022/12/1 下午6:24:28","00:00:38","75","3"
"1329","20","2021214132","B,C,B"," 1,2,3,"," ","2022/12/1 下午6:29:25","2022/12/1 下午6:29:46","00:00:21","100","3"
"521","2","2021214133","D,A,C,C"," 1,2,3,"," 4,","2022/9/11 17:06:02","2022/9/11 17:08:52","00:02:49","75","3"
"522","3","2021214133","B,D,B,A"," 2,3,4,"," 1,","2022/9/11 17:19:10","2022/9/11 17:22:25","00:03:15","75","3"
"523","22","2021214133","D,A,C,C"," 1,2,3,4,"," ","2022/9/11 17:43:52","2022/9/11 17:45:16","00:01:24","100","4"
"524","23","2021214133","A,B,C"," 3,"," 1,2,","2022/9/11 17:55:46","2022/9/11 17:55:53","00:00:07","33","1"
"525","24","2021214133","A,A,A"," 1,3,"," 2,","2022/9/11 18:21:03","2022/9/11 18:23:28","00:02:25","67","2"
"1120","21","2021214133","A,A,B"," 2,3,"," 1,","2022/11/16 16:52:53","2022/11/16 16:52:58","00:00:04","67","2"
"1121","9","2021214133","C,D,A,B"," 1,2,4,"," 3,","2022/11/16 16:54:25","2022/11/16 16:56:15","00:01:49","75","3"
"1122","10","2021214133","B,A,A,D"," 1,4,"," 2,3,","2022/11/16 17:02:21","2022/11/16 17:03:43","00:01:21","50","2"
"1123","11","2021214133","C,C,B,D"," 1,2,3,4,"," ","2022/11/16 17:12:01","2022/11/16 17:12:21","00:00:20","100","4"
"1124","13","2021214133","A,B"," 1,2,"," ","2022/11/16 17:18:49","2022/11/16 17:18:55","00:00:06","100","2"
"1125","14","2021214133","B,C,B"," 1,2,3,"," ","2022/11/16 17:28:32","2022/11/16 17:28:41","00:00:08","100","3"
"1126","16","2021214133","A,C,A"," 2,3,"," 1,","2022/11/16 17:38:17","2022/11/16 17:39:36","00:01:18","67","2"
"1127","15","2021214133","B,A,C,B"," 1,2,4,"," 3,","2022/11/16 17:43:57","2022/11/16 17:44:39","00:00:42","75","3"
"265","1","2021214134","B,D,B,A"," 1,2,3,"," 4,","2022/9/1 下午8:41:53","2022/9/1 下午8:43:47","00:01:53","75","3"
"268","2","2021214134","D,A,C,D"," 1,2,3,4,"," ","2022/9/1 下午8:54:44","2022/9/1 下午8:56:23","00:01:39","100","4"
"270","3","2021214134","D,C,B,A"," 1,3,4,"," 2,","2022/9/1 下午9:02:32","2022/9/1 下午9:03:35","00:01:03","75","3"
"434","22","2021214134","D,A,C,C"," 1,2,3,4,"," ","2022/9/9 下午8:37:11","2022/9/9 下午8:38:37","00:01:26","100","4"
"437","23","2021214134","B,D,C"," 1,2,3,"," ","2022/9/9 下午8:42:14","2022/9/9 下午8:44:01","00:01:47","100","3"
"441","24","2021214134","B,A,A"," 3,"," 1,2,","2022/9/9 下午8:47:20","2022/9/9 下午8:49:06","00:01:45","33","1"
"446","25","2021214134","A,D,D,C"," 1,2,"," 3,4,","2022/9/9 下午8:54:09","2022/9/9 下午8:57:32","00:03:22","50","2"
"624","4","2021214134","C,D,D,C"," 1,2,3,4,"," ","2022/9/17 下午9:59:34","2022/9/17 下午10:00:58","00:01:23","100","4"
"625","5","2021214134","D,D,B,C"," 1,2,3,4,"," ","2022/9/17 下午10:03:01","2022/9/17 下午10:07:54","00:04:53","100","4"
"730","7","2021214134","B,D,C,A"," 1,2,3,4,"," ","2022/9/24 下午9:00:29","2022/9/24 下午9:01:09","00:00:39","100","4"
"733","8","2021214134","B,C,D,D"," 1,2,3,4,"," ","2022/9/24 下午11:43:28","2022/9/24 下午11:45:57","00:02:29","100","4"
"820","21","2021214134","B,A,B"," 1,2,3,"," ","2022/10/3 下午3:05:11","2022/10/3 下午3:05:37","00:00:26","100","3"
"874","9","2021214134","C,C,D,B"," 1,3,4,"," 2,","2022/10/6 下午5:26:44","2022/10/6 下午5:27:14","00:00:30","75","3"
"875","10","2021214134","B,D,B,D"," 1,2,4,"," 3,","2022/10/6 下午5:32:14","2022/10/6 下午5:37:23","00:05:08","75","3"
"876","11","2021214134","C,C,B,D"," 1,2,3,4,"," ","2022/10/6 下午5:43:15","2022/10/6 下午5:43:59","00:00:43","100","4"
"1062","13","2021214134","B,B"," 2,"," 1,","2022/11/11 17:56:11","2022/11/11 17:58:58","00:02:46","50","1"
"1063","14","2021214134","B,C,B"," 1,2,3,"," ","2022/11/11 18:03:05","2022/11/11 18:03:58","00:00:53","100","3"
"1139","15","2021214134","B,A,A,B"," 1,2,3,4,"," ","2022/11/17 21:57:58","2022/11/17 21:58:14","00:00:15","100","4"
"1140","16","2021214134","D,C,A"," 1,2,3,"," ","2022/11/17 22:00:50","2022/11/17 22:01:19","00:00:28","100","3"
"1238","17","2021214134","B,A,B,B"," 1,2,3,"," 4,","2022/11/24 23:16:59","2022/11/24 23:17:23","00:00:24","75","3"
"1239","18","2021214134","A,D,B,B"," 3,4,"," 1,2,","2022/11/24 23:21:54","2022/11/24 23:23:40","00:01:45","50","2"
"285","1","2021214135","C,D,B,B"," 2,3,4,"," 1,","2022/9/2 下午8:03:30","2022/9/2 下午8:04:29","00:00:59","75","3"
"286","2","2021214135","D,C,C,D"," 1,3,4,"," 2,","2022/9/2 下午8:12:12","2022/9/2 下午8:13:22","00:01:09","75","3"
"287","3","2021214135","D,C,B,A"," 1,3,4,"," 2,","2022/9/2 下午8:18:00","2022/9/2 下午8:18:58","00:00:57","75","3"
"564","22","2021214135","D,A,C,A"," 1,2,3,"," 4,","2022/9/14 下午7:25:24","2022/9/14 下午7:30:14","00:04:49","75","3"
"572","23","2021214135","A,D,C"," 2,3,"," 1,","2022/9/14 下午7:42:12","2022/9/14 下午7:42:44","00:00:31","67","2"
"574","24","2021214135","A,B,A"," 1,2,3,"," ","2022/9/14 下午7:46:56","2022/9/14 下午7:47:50","00:00:53","100","3"
"578","25","2021214135","A,A,D,C"," 1,"," 2,3,4,","2022/9/14 下午7:52:49","2022/9/14 下午7:53:44","00:00:54","25","1"
"687","4","2021214135","C,D,D,A"," 1,2,3,"," 4,","2022/9/19 下午9:03:25","2022/9/19 下午9:04:15","00:00:49","75","3"
"688","5","2021214135","D,D,D,C"," 1,2,4,"," 3,","2022/9/19 下午9:07:07","2022/9/19 下午9:08:11","00:01:04","75","3"
"796","7","2021214135","B,D,D,A"," 1,2,4,"," 3,","2022/9/28 下午7:21:02","2022/9/28 下午7:21:24","00:00:22","75","3"
"797","8","2021214135","D,C,D,D"," 2,3,4,"," 1,","2022/9/28 下午7:29:30","2022/9/28 下午7:30:15","00:00:45","75","3"
"824","21","2021214135","B,B,B"," 1,3,"," 2,","2022/10/3 下午3:30:48","2022/10/3 下午3:31:05","00:00:17","67","2"
"880","9","2021214135","C,D,C,B"," 1,2,4,"," 3,","2022/10/6 下午8:37:10","2022/10/6 下午8:38:10","00:00:59","75","3"
"881","10","2021214135","B,D,D,D"," 1,2,3,4,"," ","2022/10/6 下午8:48:35","2022/10/6 下午8:49:50","00:01:14","100","4"
"882","11","2021214135","C,C,B,D"," 1,2,3,4,"," ","2022/10/6 下午9:16:07","2022/10/6 下午9:16:43","00:00:35","100","4"
"1103","13","2021214135","A,A"," 1,"," 2,","2022/11/14 下午8:58:59","2022/11/14 下午8:59:41","00:00:42","50","1"
"1104","14","2021214135","C,C,B"," 2,3,"," 1,","2022/11/14 下午9:03:02","2022/11/14 下午9:03:51","00:00:49","67","2"
"1105","15","2021214135","B,A,A,B"," 1,2,3,4,"," ","2022/11/14 下午9:06:54","2022/11/14 下午9:07:20","00:00:26","100","4"
"1106","16","2021214135","D,A,A"," 1,3,"," 2,","2022/11/14 下午9:09:36","2022/11/14 下午9:11:28","00:01:51","67","2"
"1220","17","2021214135","B,A,B,B"," 1,2,3,"," 4,","2022/11/22 上午9:46:18","2022/11/22 上午9:46:53","00:00:34","75","3"
"1221","18","2021214135","D,C,B,B"," 2,3,4,"," 1,","2022/11/22 上午9:50:38","2022/11/22 上午9:51:11","00:00:32","75","3"
"1290","19","2021214135","A,C,A,A"," 1,3,4,"," 2,","2022/11/28 下午11:00:32","2022/11/28 下午11:00:58","00:00:25","75","3"
"1291","20","2021214135","B,D,B"," 1,3,"," 2,","2022/11/28 下午11:05:49","2022/11/28 下午11:06:13","00:00:23","67","2"
"291","1","2021214136","C,D,B,B"," 2,3,4,"," 1,","2022/9/2 21:35:35","2022/9/2 21:36:36","00:01:00","75","3"
"330","2","2021214136","D,A,C,D"," 1,2,3,4,"," ","2022/9/3 14:54:03","2022/9/3 14:55:28","00:01:25","100","4"
"331","3","2021214136","D,D,B,A"," 1,2,3,4,"," ","2022/9/3 15:02:07","2022/9/3 15:06:03","00:00:59","100","4"
"433","22","2021214136","D,A,C,C"," 1,2,3,4,"," ","2022/9/9 20:35:40","2022/9/9 20:38:24","00:02:06","100","4"
"435","23","2021214136","A,D,C"," 2,3,"," 1,","2022/9/9 20:41:23","2022/9/9 20:41:50","00:00:27","67","2"
"442","24","2021214136","A,A,A"," 1,3,"," 2,","2022/9/9 20:45:16","2022/9/9 20:49:57","00:00:56","67","2"
"443","25","2021214136","A,D,A,A"," 1,2,3,4,"," ","2022/9/9 20:52:24","2022/9/9 20:52:52","00:00:28","100","4"
"638","4","2021214136","C,D,D,C"," 1,2,3,4,"," ","2022/9/18 08:48:54","2022/9/18 08:50:03","00:01:00","100","4"
"639","5","2021214136","D,D,B,B"," 1,2,3,"," 4,","2022/9/18 08:52:09","2022/9/18 08:54:00","00:01:08","75","3"
"791","7","2021214136","B,D,B,D"," 1,2,"," 3,4,","2022/9/27 20:28:56","2022/9/27 20:29:26","00:00:30","50","2"
"792","8","2021214136","B,C,D,B"," 1,2,3,"," 4,","2022/9/27 20:38:52","2022/9/27 20:39:08","00:00:15","75","3"
"851","21","2021214136","B,A,B"," 1,2,3,"," ","2022/10/4 21:09:57","2022/10/4 21:11:12","00:00:35","100","3"
"900","9","2021214136","C,D,D,B"," 1,2,3,4,"," ","2022/10/7 19:36:58","2022/10/7 19:37:13","00:00:15","100","4"
"901","10","2021214136","B,D,D,D"," 1,2,3,4,"," ","2022/10/7 19:43:05","2022/10/7 19:43:18","00:00:13","100","4"
"902","11","2021214136","C,C,B,D"," 1,2,3,4,"," ","2022/10/7 19:48:09","2022/10/7 19:48:15","00:00:05","100","4"
"1058","13","2021214136","A,B"," 1,2,"," ","2022/11/11 08:41:58","2022/11/11 08:42:01","00:00:02","100","2"
"1059","14","2021214136","B,C,B"," 1,2,3,"," ","2022/11/11 08:46:41","2022/11/11 08:46:54","00:00:13","100","3"
"1157","15","2021214136","B,A,C,B"," 1,2,4,"," 3,","2022/11/19 16:20:59","2022/11/19 16:22:23","00:01:24","75","3"
"1158","16","2021214136","D,C,A"," 1,2,3,"," ","2022/11/19 16:26:26","2022/11/19 16:26:31","00:00:05","100","3"
"1159","17","2021214136","B,A,B,C"," 1,2,3,4,"," ","2022/11/19 16:28:59","2022/11/19 16:29:29","00:00:29","100","4"
"1160","18","2021214136","C,C,B,B","1,2,3,4,","0","2022/11/19 16:32:43","2022/11/19 16:32:50","00:00:07","50","2"
"1303","19","2021214136","A,C,A,A"," 1,3,4,"," 2,","2022/11/30 20:43:40","2022/11/30 20:44:27","00:00:46","75","3"
"1304","20","2021214136","B,C,B"," 1,2,3,"," ","2022/11/30 20:47:33","2022/11/30 20:47:53","00:00:19","100","3"
"342","1","2021214138","B,D,B,B"," 1,2,3,4,"," ","2022/9/3 下午6:56:52","2022/9/3 下午6:57:43","00:00:51","100","4"
"344","3","2021214138","D,D,B,A"," 1,2,3,4,"," ","2022/9/3 下午11:06:17","2022/9/3 下午11:07:07","00:00:50","100","4"
"612","22","2021214138","B,A,C,C"," 2,3,4,"," 1,","2022/9/15 上午7:50:35","2022/9/15 上午7:51:53","00:01:18","75","3"
"613","24","2021214138","A,A,A"," 1,3,"," 2,","2022/9/15 上午11:08:55","2022/9/15 上午11:09:14","00:00:18","67","2"
"614","23","2021214138","B,D,C"," 1,2,3,"," ","2022/9/15 上午11:15:14","2022/9/15 上午11:15:25","00:00:10","100","3"
"615","25","2021214138","A,D,C,C"," 1,2,"," 3,4,","2022/9/15 上午11:54:34","2022/9/15 上午11:55:56","00:01:22","50","2"
"691","4","2021214138","C,D,D,C"," 1,2,3,4,"," ","2022/9/20 下午4:32:24","2022/9/20 下午4:32:33","00:00:09","100","4"
"692","5","2021214138","D,D,B,C"," 1,2,3,4,"," ","2022/9/20 下午4:36:15","2022/9/20 下午4:38:32","00:02:16","100","4"
"771","7","2021214138","B,D,C,A"," 1,2,3,4,"," ","2022/9/25 下午9:29:20","2022/9/25 下午9:30:33","00:01:13","100","4"
"772","8","2021214138","B,C,D,D"," 1,2,3,4,"," ","2022/9/25 下午10:00:27","2022/9/25 下午10:01:36","00:01:08","100","4"
"887","21","2021214138","A,A,B"," 2,3,"," 1,","2022/10/7 上午11:00:52","2022/10/7 上午11:01:03","00:00:11","67","2"
"888","9","2021214138","C,D,A,B"," 1,2,4,"," 3,","2022/10/7 上午11:05:29","2022/10/7 上午11:06:03","00:00:33","75","3"
"889","10","2021214138","B,D,D,D"," 1,2,3,4,"," ","2022/10/7 上午11:18:37","2022/10/7 上午11:20:12","00:01:35","100","4"
"890","11","2021214138","C,C,B,D"," 1,2,3,4,"," ","2022/10/7 上午11:28:41","2022/10/7 上午11:29:20","00:00:38","100","4"
"1045","13","2021214138","B,B"," 2,"," 1,","2022/11/9 下午6:47:27","2022/11/9 下午6:47:54","00:00:26","50","1"
"364","1","2021214139","C,D,D,B"," 2,4,"," 1,3,","2022/9/4 19:51:34","2022/9/4 19:52:38","00:01:04","50","2"
"365","2","2021214139","D,C,C,D"," 1,3,4,"," 2,","2022/9/4 20:04:51","2022/9/4 20:08:12","00:03:20","75","3"
"369","3","2021214139","B,D,B,A"," 2,3,4,"," 1,","2022/9/4 20:32:50","2022/9/4 20:33:51","00:01:01","75","3"
"484","22","2021214139","D,A,C,C"," 1,2,3,4,"," ","2022/9/10 下午4:59:35","2022/9/10 下午5:00:53","00:01:18","100","4"
"485","23","2021214139","A,B,C"," 3,"," 1,2,","2022/9/10 下午5:03:19","2022/9/10 下午5:03:51","00:00:31","33","1"
"486","24","2021214139","C,B,A"," 2,3,"," 1,","2022/9/10 下午5:07:20","2022/9/10 下午5:09:16","00:01:55","67","2"
"487","25","2021214139","A,D,A,A"," 1,2,3,4,"," ","2022/9/10 下午5:11:48","2022/9/10 下午5:13:45","00:01:56","100","4"
"689","4","2021214139","C,D,D,D"," 1,2,3,"," 4,","2022/9/19 22:37:29","2022/9/19 22:38:23","00:00:53","75","3"
"690","5","2021214139","D,D,B,A"," 1,2,3,"," 4,","2022/9/19 22:43:07","2022/9/19 22:44:21","00:01:14","75","3"
"803","7","2021214139","B,D,D,A"," 1,2,4,"," 3,","2022/9/28 21:55:45","2022/9/28 21:59:00","00:03:15","75","3"
"804","8","2021214139","B,C,D,D"," 1,2,3,4,"," ","2022/9/28 22:07:00","2022/9/28 22:09:18","00:02:17","100","4"
"850","21","2021214139","B,B,B"," 1,3,"," 2,","2022/10/4 19:51:37","2022/10/4 19:51:51","00:00:13","67","2"
