55,2021214156,\N,第一眼看到这个课程就如老师所言，认为是在应用实践模块或是信息技术模块。在我原有的认知中，媒体是音频，是视频，以及现在流行的短视频等，这又是一堂刷新我的知识范畴的课。媒体应用于课堂是现在教学的普遍模式，丰富教学内容，加深学生印象，引发学习兴趣，对于不同学龄阶段的媒体设计也有不同的表现方式。经过老师的讲解，我对这一门课也有了初步的了解，媒体的六大种类，教学环境，assure模型的教学系统，不同文本对学习的影响，这些都是在前面等着我去了解，去学习的。,第一堂课  课后反思,2022/9/4 14:05,,,,,,,,
56,2021214184,\N,在第一讲，首先学习到教学技术与媒体属于教育心理模块，主要内容分为理论基础篇，学习环境篇和教学媒体篇，以背英文单词，背古诗，光合作用的知识点为例介绍了将各种媒体运用于教学以提升学习效率，加深记忆，该课程预期目标为使学生具有较强的数字资源开发与应用能力。,第一讲,2022/9/4 14:24,,,,,,,,
57,2021214186,\N,在上完这节课之后，我对于教学技术与媒体这门学科有了自己一个大概的理解，把媒体和技术整合到课堂教学活动中。，而这门课会帮助我们选择发现合适的教学媒体，满足日常教学课堂的的需要，这也是我们这个专业所需要的素养，学习是个体与环境和信息交互的过程，而媒体是承载信息，传播信息的手段，因此技术无疑是承载知识的重要手段与工具,第一节课反思,2022/9/4 17:39,,,,,,,,
58,2021214153,\N,对于这次的第一节课我的第一感觉是新颖，我们这节课研究的内容是我从未接触过的，然后升起来的第二感觉就是好奇，对这节课的教学内容以及老师的教学方式感到新奇，就对本门课程的学习比较有兴趣，希望在日后的教师生涯能够灵活运用在这节课学到的知识，让我的学生能更有学习效果，并且处于一种不厌烦的学习状态。,第一节课反思,2022/9/4 18:25,,,,,,,,
59,2021214195,\N,通过这节课我了解到了论文选题判断方法，老师的讲解让我深刻了解到了论文写作的不易，但是我相信我们这小组里的成团会齐心协力的完成老师布置的选题作业，虽然很难而且没有系统的学习但我相信现在开始可以逐步边学习边改进,绪论,2022/9/4 18:51,,,,,,,,
60,2021214175,\N,老师上课首先介绍了这门课程的主要学习内容与运用。接着运用几个生动的案例来为我们讲述媒体技术在教学上的应用，比如播放了几个有趣的古诗讲解视频，还有通过几种不同教学方法的对比来讲解光合作用，最令我印象深刻的是一位老师将知识点改编成歌曲进行教学，非常有意思。最后老师介绍了这门课的考核方式，我一定会认真听课，完成老师布置的作业，给老师一份满意的答卷。,绪论,2022/9/4 19:15,,,,,,,,
61,2021214140,\N,在过去的学习过程中，老师也会用各种方法帮助我们更加容易的记住和理解知识。在第一堂课中对一首古诗的解析，如何让这首古诗能够更容易的被背诵，通过思考联想，结合媒体技术，能够有效的让学生更快的记住。同时明白了未来的教师一定是会使用教学技术与媒体的，通过学习这门课程，希望能够掌握到教学技术媒体的相关知识，能够运用过着设计该技术进行教学。,第一节课反思,2022/9/4 20:23,,,,,,,,
62,2021214139,\N,"通过第一节课的学习，我了解到本课程属于教育心理模块，包括：认识技术与媒体；多媒体学习理论、教学理论、学习理论；教学系统设计模型；教学实践等学习目标与任务。通过理论知识的学习和网络环境的实操，了解媒体与技术。并在面对教学中的问题时，能选择合适的技术与资源，设计出解决问题的方案。对数字化教学资源的开发利用也是本课程的一大要求。
我的问题：本课程既然是教育心理模块，那是更注重理论学习，还是技术开发。在利用媒体技术解决一定教育问题时，就比如制作动画，那对于制作动画的软件的学习是否属于本课程的教学内容呢？",教学技术与媒体课程认识,2022/9/4 20:48,,,,,,,,
63,2021214149,\N,在这一章的学习中，我们首先学习了“教学技术”的概念；了解了“教学技术”和“教育技术”的联系与侧重点：“教学技术”侧重于工具，而“教育技术”侧重于运用工具的过程和方式；体会到了运用教学技术的三大好处与优势。然后重点学习了六种经常运用在学习当中的媒体，分别是：text 文本、audio 声音、visuals 视觉材料、video 录像、manipulative objects 可操控对象和people 人，并都举出了相应的例子。在考虑选用何种媒体时，我们需要充分地、综合地考虑：1.可用的媒体和技术、2.学习者的差异 、3.需要达成的教学目标，从而更好地让媒体服务于我们的教与学。,第一周反思,2022/10/31 14:30,,,,,,,,
64,2021214187,\N,第一节课课后反思,第一节课作为一个引入课，老师带我们了解了一些生动形象的教学媒体使用实例，有一些甚至是我们曾经使用过的媒体技术，运用了这些媒体之后，教学明显地变得有趣了起来，这让我更加意识到教学媒体使用的重要性，希望可以在这节课上学到更多的媒体使用和创作的知识！,2022/9/4 23:27,,,,,,,,
65,2021214189,\N,这节课我了解到了教学技术与媒体是基于教育学基础和普通心理学延展而来的，该课程在了解技术与媒体的情况下，运用合适的技术与媒体来针对不同的问题，提出最优的解决方案。同时，通过声音与图像等媒体相结合来记单词（教学）会更加有效，也能让古诗描绘的情景更直观的展现出来。,第一周反思,2022/9/5 22:37,,,,,,,,
66,2021214392,\N,通过本章的学习，我初步了解了多媒体技术在教学中的应用，了解到教育技术和教学技术的区别，以及教师学生媒体之间的相辅相成的作用。了解到这门课的实用性。,第一章,2022/9/6 11:46,,,,,,,,
67,2021214138,\N,第一节课我们主要介绍了课程的相关内容，帮助我们了解学习这门课程的必要性以及课程内容。一首古诗可以有知识点讲解、角色扮演、朗诵、演唱等各种不同的方式来进行分析，我认为不论是古诗亦或是英语单词，或者是其他更多的知识点，都可以用不同的方式表现出来，帮助学生的学习了解。对于我们来说，信息化时代的教师，如何开发利用数字资源来为教学赋能是我们需要不断学习不断创新的，选择恰当的技术制定恰当的方案来解决问题。所以我会在在这门课上认真汲取知识，丰富自我。,第一节,2022/9/6 12:42,,,,,,,,
68,2021211158,\N,  今天是教学技术与媒体的第一堂课，也是我辅修教技的第一堂课。教学方法是我之前从未遇到过的，全英文的课本对我来说也是一种挑战。此外，课程里还包含了很多实验，没有经验的我对此充满了好奇和害怕。同时今天也是我第一次参加网上授课，由于设备和网络问题我的收听效果并不是太好，画面有卡顿、老师的声音也因为电流听不太清；但今日的课也为我打开了新的大门，带着紧张和焦虑也希望自己能走下去。,9.1第一课,2022/9/7 13:25,,,,,,,,
69,2020213700,\N,"学习和记忆中三种认知过程:钝化,锐化和合理化.我认为可以在教学中利用这三点:利用认知的整体性来挖空测验,记忆挑出关键词来记忆长篇内容.当然也要提醒学生这些认知过程会导致不准确的认知结果,
从学习理论发展来看,人的主动认知越来越重要,这也是提醒我们对于教育方面,切忌机械低效重复,而是要通过学习和实践探索出对于不同个体高效的教学策略,来达到更高效的教学成果.
",第二节课反思,2022/9/14 19:28,,,,,,,,
70,2021214173,\N,  首先，关于学习结合课上的学习我主要有以下几点理解，第一学习所带来的变化是很明显的，比如大猩猩通过学习获得了吃饼干的技能；第二学习带来的变化是后天经过训练获得的；第三学习到的知识和技能是有较长时间的记忆的；第四学习带来的改变可以是由好变坏也可以是由坏变好，比如口语中常说的“学坏了”。那么提到教育或者说教学，我个人并不同意部分论坛上的教育与教学是有区别的，因为由中公教育上的信息可以看出，教育的本质就是“一种由目的地培养人的社会活动”，那么可以看出凡是增进人的知识和技能，发展人的智力和体力，影响人的思想和品德的活动都是教育，所以我认为比较二者的去别，并没有实际意义，因为如果真是这样那么，我们就没有任何理由可以将教育多种多样的解说当做教育观。,关于第二节课的一些思考,2022/9/8 18:22,,,,,,,,
71,2021214173,\N,首先课上的学习过程中我了解到教学可以有多种方式，由于我的家乡是一个教育偏落后的地区所以我对古诗的教学印象深刻，我个人认为沙画是一种非常好的方式，因为古诗是具有一定文学门槛的作品，其中意项的使用，典故的化用，修辞手法的综合运用，并不能让学生理解古典诗词的美，进而可能很难达到让学生喜欢文学的目的。而沙画这种艺术形式是可以帮助学生很好理解诗词中的含义，比如在我初中时期，很多同学都是先会唱的《水调歌头》而后按着歌词才完成了背诵，诗中的恣意狂放我记忆犹新，诸如此类，我相信比起原文中对于贾府的描述，可能老版红楼梦中的几个镜头更能让人印象深刻。同样，比起刻板的做题，不如让学生走进实验室，让他们感受化学的千变万化与物理的严肃深刻。希望有朝一日，这些画面可以是一种常态，而不是公开课时的假戏真做。,关于第一节课的一些反思,2022/9/8 18:53,,,,,,,,
72,2021214192,\N,通过这节课的学习，我知道了“学习是由经验引起的学习者知识的变化”，“教学是教育者为促进学生学习时而对学习环境加以操控的过程”，以及三个学习理论和构建主义教学理论。在这节课中，我印象最深的就是“打电话”游戏，在游戏当中让我对社会心理的学习理论印象更加深刻，这也启示着我们在教学中可以用多种有趣的媒体和有趣的方式，来调动学生的积极性和参与性，让学生将知识掌握的更牢，印象更深,第二章,2022/9/8 19:58,,,,,,,,
73,2021214181,\N,今天这节课老师讲了学习的定义是学习者由经验引导的知识的变化，首先是一种变化，更是一种知识的变化，尤其强调，有经验引导，经验指做的经验和观察经验和符号，具体参考戴尔经验之塔，由此引出行为主义和认知主义学习理论。与之对应的教学则是教育者通过对学习环境即媒体的操控达成促进学习者学习知识的目的。教学学习评估三环节。每一节课都有主动学习和被动学习。建构主义受个人经验影响。学习与认知之间有锐化、钝化、合理化。做了个小实验，三个人之间传递一个故事，传到最后故事有所变化。对学习解释的不同角度，社会心理十分复杂。构建主义是教学理论，建构主义是学习理论。,2022.9.8第二节课反思,2022/9/8 20:36,,,,,,,,
74,2021214152,\N,本次课老师给我们讲解了什么是学习，主要涉及到学习的定义、教学的定义等，印象最深的就是老师让我们参与一个“接电话”的小游戏，为了使我们感受到知识建构的过程。这样的活动不仅激发了我们的兴趣，也帮助我们更好地理解了相对抽象的概念，之后我们还学习了关于构建主义的一些知识。,第二次课反思,2022/9/8 20:38,,,,,,,,
75,2021214179,\N,"通过今天的一节课的学习，我了解到了什么是学习，什么是教学。但是我有一个小小的疑问：在课堂上，我们说学习是有经验引起的学习者知识的变化，老师也在课堂上讲经验是主动的，不是外力影响的。那么，因经验而引起的学习者的知识的变化，是不是代表所有的学习都是主动学习？
在课堂上，我还参加了一次实验，也就是转述故事，在这个实验中，我发现我所认为我得到的故事和原本纸条上的故事是不太一样的，而当我传递给后面的同学时，后面的同学所得到的故事也是和我的不太一样。这给了我一个反思：当有一天我们站上讲台时，我们想要传达给学生的知识架构可能和他们自己建构起来的知识架构可能不太一样。所以，我认为，当有一天当我们站上讲台的时候，也许我们可以多设置一些课堂反馈环节，来检测学生是否正确地搭建了知识架构，更好地让学生掌握知识。",2022年9月8日第二次课,2022/9/8 21:28,,,,,,,,
80,2021214175,\N,这节课开始老师首先给我们介绍了教学和学习的定义，通过举四个例子来让我们记住学习的定义，令我印象最深的是一个人从不喜欢狗到了解后喜欢狗是学习的行为。还有通过对“囊”和“初”的写法举例让我们了解教学的定义。接着老师介绍行为主义和认知主义的区别，一个是通过死记硬背，另一个则是通过经验。最后老师带我们玩了一个“打电话”的小游戏，这个游戏非常有趣，与此同时我们也了解了建构主义在学习和教学上的作用，我们要学会锐化、钝化以及合理化我们接收到的知识。,教学与学习,2022/9/8 22:54,,,,,,,,
81,2021214182,\N,在今天的这门课当中，我学习了学习和教学的定义，以及学习理论。在对于学习行为的辨认当中，我发现了自己的思维定势，在看到第一个例子时，我一看“游戏”这个词，就下意识否定了这是一个学习行为，但是当老师带我们分析了“变化”“经验”“知识”之后，不可否认地，每天打游戏积累经验获得高分是一个学习行为。同时，我也明白了学习模式和形态是不固定的，学生有时候是被动学习者，有时候是主动学习者，教师可以通过课程需要来调整教学策略。,2,2022/9/8 23:21,,,,,,,,
82,2021214182,\N,"通过今天的课程，我对于教学技术与媒体这门课有了初步的了解，令我比较惊讶的是我以为这门课是属于应用实践的范畴的，但是它其实属于教育心理，但是在课上看了多个通过媒体技术来辅助教学的实力之后，我好像有些明白为什么这么划分，可能是因为教学技术媒体就是为了能够调动学生的积极性和增强理解与记忆。在课中最让我印象深刻的就是一位生物老师改变歌曲讲解光合作用的场面，希望通过这门课程的学习我也能够创作一些有意思的教学方法或媒体技术来。
",1,2022/9/8 23:23,,,,,,,,
83,2021214161,\N,在本次课程的反思过程中，有许多同学将课堂内容与自身经验结合，且批判性的思考问题：娱乐元素应在课堂中的占比。其次令我印象较深的是课堂中的电话转述游戏，这个游戏使我们对课堂更有参与感，同时是我们自主的思考问题，还告诉了我们支架的重要性，他影响到我们理解的正确与否。,第二讲,2022/9/9 10:08,,,,,,,,
84,2021214194,\N,通过这节课的学习，我更系统的了解到了我们学习以及老师教学的过程。学习是由经验引起的学习者知识的变化，而教学则是教育者为促进学生学习而对学习环境加以操控的过程。我更认可认知主义学习观，学习在于内部认知的变化，是一个及其复杂的过程。我们总是说要主动学习而不是被动学习，而在主动学习和被动学习中间也会有一些学习形态，这是我所不曾知道的。最后老师讲到建构主义和构建主义两种理论，以前在一些老师的课上也曾听到看到过构建主义，而那时，我以为只有建构主义，而构建主义是老师不小心说反了的，这节课老师对两种理论的讲解给我留下了非常深刻的印象。课堂上老师让我们试着传递小故事的过程也是非常有趣的，两份仅仅相隔一句话材料带来的结果是不同的，我们在吸收外部有关的信息的同时也会结合我们自身原有的认知对新的事物进行建构，不断的丰富、发展。期待下节课老师带给我们的惊喜！,第二周反思,2022/9/9 16:56,,,,,,,,
85,2021214188,\N,这节课主要介绍了学习、教学的概念和从行为主义、建构主义、认知主义、社会心理等角度认识学习与教学，以及建构主义和构建主义的相关内容。让我比较惊奇的是从学习的定义来分析，很多平常看似和学习毫无关系的事例也属于学习。而同为学习，用不同的理论又会产生不同的解释，这些不同的角度也为我们提供了适用于不同教学内容的不同教学方法，比如简单的知识可以使用行为主义教授更为方便，而复杂的内容就不能用行为主义的重复、死记硬背等方法教授，要用建构主义或者其他方法。,2,2022/9/9 17:38,,,,,,,,
86,2021214171,\N,"我们学习了学习的概念、教育的概念，了解行为主义学习理论、认知主义学习理论和建构主义学习理论，并通过现实中的例子了解了不同的学习主义的差异。行为主义更多的是机械性的做出反应，而认知主义则学习者主动性更强。建构主义学习，学生是根据自己的经验去理解学习的东西。
最后，希望老师下节课可以带小蜜蜂，后排实在是听的有一些困难。",第二章,2022/9/9 19:20,,,,,,,,
87,2021214134,\N,"今天在课堂上从科学理论的视角，我明确了学习和教学的定义，从行为主义学习理论以及认知主义行为理论角度更加深入的了解了学习。它启发我作为老师，我应该努力探索促使学生增加自己的学习经验的方法，同时也要在教学实践中探索更好的教学方式来提升自己的教学质量和水平。我要学会合理使用教学媒体，让他为学生的学习服务而不是成为学生学习的负担。
",2,2022/9/9 20:32,,,,,,,,
