uid,content,title,time
2020213327,"一、这节课讲的是数据库安全性的知识，是更偏理论性的知识，需要去理解整个知识框架。    
二、（一）1. 数据库的安全性是指保护数据库以防止不合法使用所造成的数据泄露、更改或破坏。 2. 需要了解数据库的三类计算机系统安全性问题，同时需要了解安全标准如TCSEC、CC、TCSEC/TDI标准等。 （二）1. 计算机系统中，安全措施是一级一级层层设置的。 2. 须掌握数据库安全性控制常用方法：用户标识和鉴定、存取控制、视图、审计、密码存储。要掌握它们各自的常用方法。 （三）1. 自主存取控制功能通过SQL 的GRANT语句和REVOKE语句实现，需要掌握这两种语句的用法。 2. 数据库使用角色来管理数据库权限可以简化授权过程，CREATE ROLE语句创建角色，GRANT 语句给角色授权。 3. 强制存取控制（NAC）要注意主体、客体和相应的规则。 （四）视图机制可以对数据提供一定程度的安全保护。   
三、这节课主要实现数据库系统安全性的技术和方法，有很多需要理解和掌握的理论知识，需要花时间去理解。",第四章第一次课（11.14）,2022-11-23 01:20:52
2020213327,"一、这节课主要是讲数据库完整性，需要和第四章的安全性进行区分。本章的数据库完整性主要是指狭义的完整性即语义完整性，是之前学习的一个拓展，包括之前所设计到的实体完整性、参照完整性、用户定义的完整性；还学习了触发器和完整性约束命名子句的知识。   
二、1. 数据库的完整性是为保证数据库中存储数据是正确的。 2. 实体完整性定义：CREATE TABLE中用PRIMARY KEY定义；检查和违约处理：主要检查主码值是否唯一和主码的各个属性是否为空。 . 参照完整性定义：与外码及其参照的主码有关。 3. 用户定义的完整性：针对某一具体应用，RDBMS提供，而不必由应用程序承担；包括属性和元组上的约束条件定义、检查、违约处理。 4. 完整性约束命名子句：包括CONSTRAINT约束和修改表中的完整性限制的内容。 5. 触发器：要掌握定义（注意触发条件、触发事件、触发动作体等）、激活和删除触发器的语句用法。   
三、这节课需要了解数据库完整性与安全性的区别，触发器的概念及作用；需掌握什么是数据库完整性，如何用SQL语言定义完整性约束，违反完整性约束时如何进行违约处理的知识。",第五章第一次课（11.21）,2022-11-23 02:20:53
2020213327,"一、本节课主要学习了关系数据库理论的相关知识，重点在于规范化相关知识的学习和理解。
二、1. 回顾了关系、关系模式等基本概念。 2. 数据依赖：①定义属性值间的相互关系，是数据库模式设计的关键；②数据依赖的类型主要分为函数依赖、多值依赖和其他，主要学习函数依赖。 3. 规范化可以通过分解关系模式来消除其中不合适的数据依赖，以解决数据冗余、插入异常等问题。 4. 函数依赖：简单来说就是Y由X决定，所以Y依赖于X；要学会区分非平凡和平凡函数依赖的区别，主要区别在于Y是否属于X；要区分完全函数依赖和部分函数依赖以及了解传递函数依赖。 5. 码：回顾主码、候选码、主属性、非主属性、全码等相关概念和定义；外部码是在关系模式中可以看到的，与主码一起提供了表达关系间联系的手段。 6. 范式：符合某一种级别的关系模式的集合，包括1NF、2NF、3NF、BCNF、4NF等，模式分解的过程就是规范化的过程。 7. 要了解每一个范式的定义、要求，需要非常熟悉，以便于后续的分解和区分。 8. 一般到BCNF的规范性就比较高了，所以一般用到BCNF，不是范式越高越好，而是要选一个合适的范式。
三、本节课的主要回顾学习了一些基本的概念，如函数依赖、码等；最难的点在于范式的区分和分解，这些知识相对来说更抽象，需要花时间再去练习。",第六章第一次课（11.28）,2022-12-14 22:46:09
2020213327,"一、本节课的内容主要是关于数据库设计，重点在于概念结构设计。
二、1. 概念结构设计：将需求分析得到的用户需求抽象为信息结构的过程。 2. 概念结构设计的过程就是E-R图构建的过程，所以必须要熟练掌握E-R图的设计。 3. 概念结构设计的方法：自顶向下、自低向上、逐步扩张、混合策略。4. 数据抽象（通过属性）：三种抽象：分类、聚集、概括。 5. 画E-R图的步骤，先画局部E-R图，再进行合并，需要确定实体之间的联系及其类型。 6. 视图集成的两种方式：多个分E-R图一次集成、逐步集成。 7. 集成局部E-R图的步骤：①合并②修改与重构：需要消除冲突。 7. 逻辑结构设计主要就是将设计好的基本E-R图转换为与选用DBMS产品所支持的数据模型相符合的逻辑结构。主要掌握E-R图向关系模型的转换，还要了解优化数据模型的方法。 8. 在物理设计阶段根据DBMS特点和处理的需要，进行物理存储安排，设计索引，形成数据库内模式。
三、本节课关于数据库设计最重要的就是掌握E-R图的构建，是较为综合的知识，需要对前面的内容进行充分的理解和掌握后，才能得心应手地设计出符合条件的E-R图。",第七章第一次课（12.5）,2022-12-28 19:31:27
2020213328,"一、内容整理
  第一节课主要是数据库的理论概念上的基础知识。主要包括了四个基本概念：数据、数据库、数据库管理系统和数据库系统；数据模型：概念模型与物理/逻辑模型和其数据操作。
二、难点关注
  这节课对我来说的重难点主要是理解数据库系统整个的运行逻辑，也就是前面数据、数据管理系统、操作系统等是如何能构成一个完整数据库系统并运行的。第二个难点主要是概念模型，尤其是ER图里当统一模型在两张局部图中有不同代表时如何归为统一。
三、课程感悟
  这节课让我对所有学习的数据库有了一个基本的具象化认识，让我第一次意识到原来所谓“数据库”想要稳定的操作运行背后需要依靠计算机逻辑把不同的属性和内容归类处理，建立内在和外在联系，数据库也绝不仅仅是简单的一块虚拟的储存地，其背后有强大的逻辑规则。",第一章第一节,2022-09-11 21:16:52
2020213329,了解了数据库的相关定义和数据库在数媒专业以及生活中的应用。,第一章——第一节课,2022-09-12 08:46:21
2020213329,了解了网状，层次和关系模型的特点和优缺点。对于数据模型的相关概念也有了一定的理解。,第一章——第二节课,2022-09-19 13:19:31
2020213329,了解了域、笛卡尔积、关系、元组、属性等概念，以及互相之间的关系和区别。对于主码和候选码的关系也有了更清楚的了解。,第二章——第一节课,2022-10-10 13:09:07
2020213329,练习了传统的的集合运算，对于具有相同目的两个关系的传统集合运算较为熟练。,第二章——第二节课,2022-10-10 13:12:49
2020213329,了解了SQL基础知识点，学会了SQL的数据定义语句和数据的查询。,第三章-第一节课,2022-10-31 13:07:00
2020213329,掌握了数据查询的嵌套查询，区分了相关子查询和不相关子查询。,第三章——第二节课,2022-10-31 13:09:18
2020213329,这节课我们复习了查询的语句，包括单表查询、连接查询和嵌套查询，通过老师的讲解，我改正了自己的错误，同时对于知识点的熟练程度有所提升。,第三章——第三节课,2022-11-14 13:10:45
2020213329,本节课学习了数据库的安全性，了解到实现数据哭系统安全性的技术和方法有很多，对数据库管理系统提供的安全措施也有了一定的认识。,第四章,2022-12-21 12:04:58
2020213329,本节课开始学习数据库的完整性，了解到了完整性和安全性的区别。,第五章——第一节课,2022-12-21 12:12:57
2020213329,熟悉了用户定义的完整性以及完整性约束的相关语句。也了解了触发器的相关知识。,第五章——第二节课,2022-12-21 12:16:05
2020213329,了解了函数依赖的相关概念，对于三大范式的相关知识点有了一定的掌握。,第六章,2022-12-21 12:18:38
2020213329,本章学习数据库的设计，ER图的相关知识点有更深刻的了解，对于数据库的实施和维护有了一定的了解。,第七章,2022-12-21 12:20:09
2020213330,在看视频的过程中产生了各种各样的疑问和不解，并且在做题中充分的反应出来，但是在查看题目为什么做错的时候，也获得了各种各样的收获，希望能在以后的学习中更加的仔细充分地学习、,1,2022-09-12 00:03:21
2020213330,"数据操作集合操作，操作对象和操作结果都是关系，即若干元组的集合
关系的每一个分量必须是一个不可分的数据项，不允许表中还有表",2,2022-09-26 00:08:44
2020213331,"第一节课主要学习了第一章的1.1-1.2.3，由于目前绪论部分，且课上老师结合许多例子进行讲解，因此1.1部分数据库系统概述学习起来并不困难。对于1.2数据模型，之前在学习《数据结构》时老师也进行过简要概述，现在深入下去也没有太多的阻碍。
但是在1.2.3概念模型中，我在课上掌握了“E-R方法”的理论知识，但是实际运用起来并不熟练，一旦实体复杂起来，就很容易出错。受教学时间限制，我并未在课上解决此问题，因此我在课后重温了ppt，并在课本和网上找了很多例子进行练习，现在已经能熟练绘制“E-R图”了。
在课前预习中，对于课程1、2、4、5学习得较为顺利，但是对于课程3关系的完整性约束中外码和参照完整性规则的理解还有些模糊，单看定义和视频中老师举的例子有些难以理解。",第一章绪论 反思,2022-09-08 15:55:23
2020213331,"这节课主要学习了第一章中的层次模型、网状模型和关系模型三种数据模型，且进行了一个简单的课堂测验并由老师进行讲解。
对于课程学习，之前的《数据结构》课程也对这三种模型进行了一定的介绍，再加上这一次提前预习了课本，有了一定的基础，因此，在课堂上这三种模型学习起来并不困难。其中，网状数据模型的存储结构较为复杂，但课上老师举例说明后（学生/选课/课程的网状数据库实例），也弄懂了。
对于课堂测验，由于这次课堂测验选择题的答案都能在课本和ppt上找到，所以这一次并没有错题。",第二节课 反思,2022-09-13 16:47:21
2020213331,"这节课主要学习了第二章的2.1关系数据结构及形式化定义和2.2关系操作，之后进行了一个课堂测验并由老师进行讲解。
对于课程的学习，因为之前视频预习涉及到这一部分，所以理解起来并不困难。对于课堂测验，因为这次课堂测验的题目依旧是偏理论，且课本和ppt上都有，所以并无错题。",第三节课 反思,2022-09-24 11:59:13
2020213331,"这节课主要学习了2.3关系完整性和2.4.1传统的集合运算，且进行了一个简单的课堂测验并由老师进行讲解。
对于课程的学习，在之前的视频预习中，我对外码和参照完整性还不太理解，经过本次课堂上老师举的实例，我对这两者的定义和运用以及有了较为全面的了解，并、差、交和笛卡尔积理解起来比较容易，没有遇到难点。
对于课堂测验，经过课程学习后做起来较为轻松，并没有错题。",第四节课 反思,2022-09-29 10:17:06
2020213331,"这节课主要学习了2.4.2专门的关系运算，且进行了一个课堂测验并由老师进行讲解。
对于课程的学习，投影、连接和除运算但从定义上理解起来比较困难，但是结合实例思考之后就能够理解掌握了，目前对于只需要使用一种运算的习题解决起来较为快速，但是多种运算结合起来之后，弄清楚其中的逻辑并写出对应的关系代数就较为花费时间。
对于课堂测验，虽然对这四种关系运算已经有了一定的理解，但实际运用起来还比较困难，由于运用起来并不熟练，两道大题花费的时间较长，且每道题的关系代数答案并不唯一，课上并没有完全理解每个答案的计算过程，下去之后还需要进行课后复习，并多练习一些关于这四种关系运算的题目。",第五节课 反思,2022-10-10 16:40:23
2020213331,本周进行线上学习，主要学习内容是对SQL的整体概述以及基本语句的用法介绍，单看基本语句的定义和一般格式有些难以理解，但是书上针对每个语句都有大量的例题，结合例题后整体上容易理解了很多。习题也较为简单，前两道大题在课本和PPT上就能找到，第三大题将本次的学习内容与第二章的关系运算结合了起来，在做题的同时还对第二章这一部分的内容进行了复习。,第六节课 反思,2022-10-31 10:38:04
2020213331,本周主要对上节课的自学内容进行了简单的复习，并学习了3.4.2连接查询，随后完成了一个课堂测验，并将上周和本周的习题一起进行讲解。结合例题以及老师的讲解，本节内容学习起来并不困难。对于课堂测验，上周的习题并没有出现大的错误，这周的习题对带有EXISTS谓词的子查询并没有完全把握，还需要课后进行复习。,第七节课 反思,2022-10-31 10:47:08
2020213331,本周主要学习了3.5数据更新和3.7视图，并完成了习题以及第一次实验。相比数据查询，数据更新和视图更容易理解一些，对于第三章的第三次习题，前几个小题都能顺利完成，但是对于最后两个小题，也就是嵌套查询（特别是含EXISTS的嵌套查询），理解并运用起来还是有一些困难。对于实验一，第一次实验较为简单，并没有遇到困难，需要注意的是要正确创建表级和列级完整性约束，由于完整性约束的限制，被引用的表要先创建，不然SQL就会报错，因此，创建表的时候应该先捋清每个表格之间的关系，确定创建表的顺序，再进行表的创建。,第八节课 反思,2022-10-31 21:21:41
2020213331,本周主要进行了习题训练并在第二节课完成了实验二，经过前几次的习题训练以及课后的反复复习。对于课堂练习，这一次关于查询的习题正确率明显提高，除了第七题要注意两个下划线对应一个汉字外，其他习题都没有什么错误。对于第二次实验，对查询这一块的知识点以及有了较为全面的掌握，除了第二题对date类型的数据比较陌生需要先在网上查找相关的函数了解外，其他题都没有出现大的问题，因此，此次试验完成得很顺利。,第九节课 反思,2022-11-07 16:44:05
2020213331,本周主要学习了第四章的4.2数据库安全控制并进行了第三次实验。第四章的知识点都是偏向于理论，因此学习起来并不苦难。对于实验三，因为涉及到各种嵌套查询，这次的实验整体上比上周的难，IN嵌套查询和单层EXISTS嵌套查询都没有太大的问题，在完成第三、第四题双层EXISTS嵌套查询和FROM子句中的嵌套查询时遇到了一些问题，第四题主要是一开始没有理解题意，因此理解后做起来并没有问题，费时最久的是第三题，对双层EXISITS嵌套查询理解起来哦还是有一些困难，需要多加练习。,第十节课 反思,2022-11-14 16:33:51
2020213331,本周进行了第五章的学习，实体完整性、参照完整性和用户定义的完整性在之前的课程中已经进行了一定的学习，触发器在其他课程中也有所了解，因此这节课学习起来并不困难。本周还进行的数据库的第四次实验，主要考察了对数据的插入、修改和删除的操作，数据更新整体上比数据查询要简单，因此本周完成实验花费的时间整体上要比上周少上很多。但完成第四题花费了较长的时间，起初并没有理解如何利用一个表中的数据修改另一个表中的数据，但是联想到上周实验题中的“FROM子句中的嵌套查询”与这一题有一些相似，进行一些修改好做出了这一道题。本次实验并没有过于复杂的嵌套，再加上课上的学习和课后的复习，这五道题的理解并完成并不难实现。,第十一节课 反思,2022-11-21 16:48:28
2020213331,"本周进行了第六章关系数据理论的学习，主要学习了6.1问题的提出和6.2规范化，第六章偏向于理论，学习起来并不困难。同时，本周还进行了数据库第五次实验，实验主要练习了创建视图相关的SQL语句操作。创建视图的时候如果可以省略列名，则视图列名使用选择的属性列列名；也可以指定列名（创建视图时指定，与属性列一一对应）。
WITH CHECK OPTION表示视图里面所有的元组都要满足WHERE子句中的条件，无论时修改前还是修改后都必须遵从此规则。透过视图进行的插入、更新或删除操作，都需要符合视图定义中的谓词条件。使用WITH CHECK OPTION需要视图中有WHERE子句，否则该语句是多余的。
对视图的操作，本质上是对表的操作，而在建立视图时进行运算得到的新的列，表中并不存在的，无法通过视图直接进行修改。",第十二节课 反思,2022-11-29 22:29:54
2020213331,"1.SQLServer中没有函数索引，在某些场景下查询的时候要根据字段的某一部分做查询或者经过某种计算之后做查询，如果使用函数或者其他方式作用在字段上之后，就会限制到索引的使用，不过我们可以间接地实现类似于函数索引的功能。
2.这次实验主要练习索引和用户权限相关的SQL语句操作。定义不同用户对于数据的操作权限，创建用户后将对应的权限赋予用户即可。",第六次实验 反思,2022-12-09 17:34:32
2020213331,"1.本周主要进行了触发器的定义及使用，由于SQL的版本不同，定义触发器的格式也有所不同，对于SQL SERVER定义触发器的格式需要进行额外的学习。
2.只要学会了触发器的定义方法以及每个表之间的逻辑关系，实现起来困难不大。
3.SQL SERVER中没有“before triggers”。但是仍然可以通过一起使用“inserted”和“deleted”表来跟踪对表进行的更改。当更新导致触发器触发时,“inserted”表存储新值,“deleted”表存储旧值。",第七次实验 反思,2022-12-17 20:53:58
2020213331,"1.本次实验主要完成了用户自定义的完整性约束条件，其中有NULL/NOT NULL约束（列值是否非空），DEFAULT约束（定义默认值），UNIQUE约束（列值唯一）和CHECK约束（检查列值是否满足一个条件表达式）。
2.对有CHECK的表进行插入、更新等操作时，需要满足CHECK中的条件，否则将执行出错。",第八次实验 反思,2022-12-17 20:54:16
2020213335,"  第一节课主要学习了数据库的几个基本概念和两类数据模型。
 
  在数据，数据库，数据库管理系统和数据库系统四个概念中，最难理解的是数据库管理系统，概念中的定义它为一种计算机基础软件，当时无法理解整个计算机系统的架构，自然也不太清楚数据库管理系统所处的位置。课下查阅资料之后，理解到软件系统分为系统软件和应用软件，而数据库管理系统同操作系统一起，属于系统软件，共同架构在硬件系统之上。

  在数据模型中，其分类很好理解，数据库的体系结构就是三层模式两级映射。对于其中的概念模型，理解起来并不困难，但是对于“E-R方法”的实际运用，还是比较困难，尤其是实体联系之间的关系较为复杂的时候，在拆解合并时，就容易出现纰漏，导致数据冗余。",第1章 绪论,2022-09-10 11:16:01
2020213335,"这节课主要就是学习了三种逻辑模型：层次模型、网状模型这两种非关系模型和一个关系模型。了解了层次模型和网状模型的构成条件，以及二者之间的区别与联系。层次模型其实就是一种特殊的网状模型。这两种非关系模型都有其独特的优缺点，但相比较关系模型来说，对于两个实体之间多对多的关系表示还是十分复杂。关系模型对比之下就比较明晰，也是现在通行的数据模型，片面的理解一下，关系模型就是一张二维表。
之后是自学部分的数据库系统结构和数据库系统的组成。其实在第一节课，就已经讲述过数据库系统的组成，所以学起来并不困难。数据库系统结构，简单来说就是三层模式两级映射。这两级映射完美地保证了数据的相对独立性，两级映射分别对应着数据的逻辑独立性和物理独立性。两级映射的存在大大降低了后续应用程序开发和维护的难度。",第1章 绪论 （第二次课）,2022-09-17 14:01:11
2020213335,"这节课的主要学习内容是关系数据库及其相关概念。总体学习框架为：关系、关系模式、关系数据库。本节课的学习难度不是很大，多的是定义概念性的东西。域、笛卡尔积、元组、属性等基础概念的学习，需要细心区分它们的限制条件和相关作用。本节课占比比较多的是有关码的概念，需要区分码、超级玛、候选码、主码的概念。四者按顺序呈现包含关系，码包括超级玛、超级玛包括候选码、候选码包括主码。
对于关系、关系模式、关系数据库、关系数据库的值、型，主要有以下几点总结。关系模式是型，关系是值。关系模式是对关系的描述。关系是关系模式在某一时刻的状态或内容。关系模式是静态的、稳定的，而关系是动态的、随时间不断变化的，因为关系操作在不断地更新着数据库中的数据。关系数据库是在一个给定的应用领域中，所有关系的集合构成一个关系数据库。关系数据库的型是关系数据模式，是对关系数据库的描述。关系数据库的值是关系模式在某一时刻对应的关系的集合。",第二章 关系数据库,2022-09-24 10:37:34
2020213335,这节课主要学习了2.3关系的完整性和2.4关系代数。2.3中学习了实体完整性、参照完整性、用户定义的完整性三个概念的定义和相关规则。其中参照完整性是相对复杂的部分，需要理解清楚关系之间的引用关系，以及外码的概念与限制，外码可以不与主码同名，但一般为了方便识别，通常还是会使用相同的名字。2.4中首先学习了传统的集合运算，并、差、交、笛卡尔积四种运算。这一部分同高中数学中的集合运算概念十分相似，所以学习和应用起来并没有什么困难。这里的重点是在理解和区分各个关系代数表达式，以及学会根据具体的情况，计算在使表达式有意义的情况下，可以得到的最大、最小元组的数目以及列的数目。,第二章 关系数据库,2022-09-28 11:49:11
2020213335,这节课主要学习的是专门的关系运算，分别是选择、投影、连接和除。选择又称为限制，不改变属性个数，即列的数量，他是从关系R中选择使得逻辑表达式为真的元组，是从行角度的运算。而投影操作则是从列的角度进行的运算，投影之后会减少列的数量，且为避免重复行可能还会删除某些元组。连接运算，是一种基于笛卡尔积的选择运算。主要运用是等值连接和自然连接。自然连接是一种特殊的等值连接，两个关系比较的分量必须是相同的属性组，且有相同的域，在完成操作之后还会将重复的属性删除。自然连接也称为内连接，此外还有外连接。根据选择的主表不同，氛围左外连接和右外连接。而除运算，算是比较复杂的运算。它可以由前面的几种运算结合表示，但是比较繁琐。除运算主要解决的是“查询...全部/所有的...”问题。他是一个同时从行和列角度进行的综合运算。这节课从例题出发，讲解了各种运算的使用场景，根据实际问题，结合使用各种运算，领会内部的逻辑原理。,第二章 关系运算,2022-10-31 14:14:12
2020213335,这次课程采取线上学习的方式，主要学习了SQL的整体概述和SQL基本语句的用法与介绍。了解到了SQL的特点，SQL的综合统一、高度非过程化、面向集合的操作方式、以同一种语法结构提供两种使用方式、语法简洁、易学易用了解到SQL还可以作为嵌入式语言存在。之后学习了基本语句，分为DDL、DML、DCL，目前学习的大多处于DDL阶段。在执行DROP操作时，还需要注意RESTRCT和CASCADE的区别。同时结合上节课学的关系代数和关系演算，更进一步的了解两种方式之间的转换。可以用综合统一的SQL表达式完成上节课使用关系代数完成的操作，了解到关系代数是数据库的底层操作，但却不是所有数据库管理系统通用的语言。,第三章  关系数据库标准语言SQL,2022-10-31 14:29:17
2020213335,"第七次
这节课主要是复习上节课学习的3.3数据定义并学习3.4数据查询的内容。数据查询分为单表查询、连接查询、嵌套查询和集合查询。单表查询比较基础，主要学习SELECT、FROM、WHERE语句的使用，之后的的多表查询就相对来说比较复杂，分为连接查询、嵌套查询和集合查询。同时在学习的过程中完成对相关子查询和不相关子查询两个概念的辨别。数据查询内容主要是基于习题展开的，通过对习题的讲解和分析，更加深入的了解和熟悉语句的使用。在某些特殊情况下，需要使用DISTINCT，并且可以采取连接查询和嵌套查询两种查询方式。通过例题的讲解和习题的练习，对二者进行区分。",第三章  关系数据库标准语言SQL,2022-10-31 14:38:33
2020213335,本节课学习了3.5数据更新和3.6视图的内容。数据更新中的插入、修改、删除等操作。语法都比较相似，且用法比较简单，但在进行数据更新时，要注意完整性约束的问题，一般系统会进行完整性检查，如果不符合约束条件将不会执行操作。视图需要理解的核心便是，视图并不是实际的表，它是一个虚拟表，它只存储数据的定义，并不引入数据。在对视图进行查询操作时，实际上是对表进行查询操作，系统会利用视图实例法或者视图消解法完成二者的转换。视图的引入，有利于用户从多个方面观察数据，也能够更加明了的看到所需的数据。同时，因为视图处在三级模式的外模式内，保证了数据的独立性。视图不引入数据的特点，也给表内数据做出了安全性的保证。但是需要注意，对于视图，一般不进行更新操作，因为这极易影响基表中的数据。对于视图的更新，一般采取删除重建的方式，由于视图并不引入数据，相对也更加安全简捷可靠。,第三章  关系数据库标准语言SQL,2022-10-31 23:23:59
2020213335,本节课主要是练习数据库的查询语句，讲解两次的习题。习题涵括范围比较广，但比较基础，很适合查漏补缺。在习题里，进一步掌握了转义字符的使用，和字符匹配LIKE关键字的使用，同时注意到ESCAPE关键字完成的转义作用。对同一道题，学会运用嵌套和多表连接两种方法来解决问题。,第三章 关系数据库标准语言SQL,2022-11-07 20:18:40
2020213335,本节课主要学习了数据库安全性问题，理论性较强。主要介绍了数据库的不安全因素、安全标准和安全性保护措施。学习了GRANT、REVOKE语句，用以向用户授予或者收回对数据的权限操作。同时还有[WITH GRANT OPTION]子句，即规定获得某种权限的用户还可以把这种权限再授予其他的用户。需要注意好语句的使用和意义。,第四章  数据库安全性,2022-11-14 20:36:05
2020213335,"本节课完整学习了第五章数据库完整性的内容。了解了关系数据库管理系统完整性实现的机制，包括完整性约束定义机制、完整性检查机制和违背完整性约束条件时关系数据库管理系统应采取的动作等。主要通过四元组（O,P,A,R）来实现，其中O为数据集合,P为谓词条件,A触发条件,R为相应动作，一般情况下，A,R,为默认值，我们只需要定义O,P关系即可。对于静态约束而言，一般分为域完整性约束和关系完整性约束，主要通过NONT NULL,UNIQUE,PRIMARY KEY,CHECK,ON DELETE子句实现，CHECK后面通常跟着判断语句。域完整性是作用于单列的，而关系完整性则是作用于多列的。对于动态约束而言，主要通过触发器方法来实现，触发器可以实现动作体的检查，完成动态过程的约束，可以定义是BEFORE还是AFTER这个瞬间，灵活性较高。",第五章 数据库完整性,2022-11-26 15:12:26
2020213335,由于疫情影响，这节课采取的时线上学习的方式，结合云课堂中的课件和讲解视频学习第六章关系数据理论。复习了一下关系、关系模式、关系数据库和关系数据库的模式这四个概念。引入了数据依赖的概念，同时就数据依赖可能带来的数据冗余和操作异常问题，提出解决方案--分解关系模式从而消除其中不合视的数据依赖。学习了规范化的概念，区分了平凡函数依赖和非平凡函数依赖、完全函数依赖和部分函数依赖，以及传递函数依赖的概念。,第六章 关系数据理论,2022-11-29 21:52:09
2020213335,这一礼拜对规范化进行了更加深入的学习，了解了范式的概念以及分类，还有如何进行模式分解。函数依赖关系很多情况下是由具体语义决定的。  范式指规范了（满足了一定要求）的关系模式，范式按照规范等级分为1NF、2NF、3NF、BCNF、4NF等。第一范式要求关系R的所有属性都是不可再分的基本数据项，第二范式则是在第一范式的基础上，消除了部分依赖形成的，即每一个非主属性都完全函数依赖于码，第三范式则是进一步消除了传递依赖，使得每一个非主属性既不部分依赖于码也不传递依赖于码。BC范式与第三范式之间存在着充分不必要的关系，BC范式是修正了的第三范式。BC范式要求任何决定因素必须包含码。,第六章 关系数据理论,2022-12-18 18:48:47
2020213335,数据库在进行设计时，最好将其设计为BCNF模式集，但是并不意味着不符合安抚范式要求的设计是错误的设计，还需根据具体情况分析权衡，好的模式设计应当符合表达性、分离性和最小冗余性的原则，做到数据等价和语义等价，最大程度的实现分离独立，根据实际情况尽可能地减小冗余。,第六章 关系数据理论,2022-12-18 18:49:00
2020213335,数据库设计需要经过规划、需求分析、概念设计（E-R图、UML图）、逻辑设计（范式）、物理设计、数据库的实现和数据库的运行与维护几个阶段，反应的是从现实世界到信息世界再到机器世界的过程。这章节的重点在于概念设计的E-R模型和逻辑设计的范式。我们需要根据实际情况，精确的将现实世界的联系对应好我们的数据库，我们需要解决好局部E-R模型到全局E-R模型的转换，消除属性冲突、结构冲突和命名冲突的问题，在对整体进行优化，消除冗余。,第七章 数据库设计,2022-12-18 18:49:20
2020213336,本节课主要学习了数据库系统以及两类数据模型的相关知识。数据库包含了数据、数据库、数据库管理系统和数据库系统四个基本概念。描述事物的符号记录称为数据，数据库则是长期储存在计算机内、有组织的、可共享的大量数据的集合。数据库管理系统是位于用户与操作系统之间的一层数据管理软件。数据库系统是由数据库、数据库管理系统、应用程序和数据库管理员组成的存储、管理、处理和维护数据的系统。这四个基本概念是了解数据库基本概念的基础。此外，还学习了关于数据模型的知识。在数据库系统中，数据模型是其核心与基础，根据模型应用的不同目的，通常将数据模型分为两类——概念模型和逻辑模型。概念模型是现实世界到信息世界的第一层抽象，能够将现实生活中的事物抽象到信息世界。在信息世界中，涉及到实体、属性、码、实体性、实体集、联系等概念，清楚这些概念，才能准确的绘制出E-R图。对于第一次接触这些概念的我来说，一开始的确不太理解这些专有名词，但是通过老师的两个E-R图的实例，就更好理解了。,第一章绪论第一节课,2022-09-13 11:17:07
2020213336,本节课主要介绍了数据库中几种主要的逻辑数据模型——层次模型、网状模型以及关系模型。层次模型和网状模型统称为格式化模型。满足有且只有一个结点没有双亲结点（根结点），根以外的其他结点有且只有一个双亲结点则为层次结构，层次结构的形状就像树一样，和数据结构中的树形结构很相似。网状模型允许一个以上的结点无双亲，并且一个结点可以有多余一个的双亲。网状模型的形状就和它的名字一样，像网一样。层次模型和网状模型的优缺点都很明显，层次模型的数据结构简单清晰，查询的效率更高，但是不适合处理结点间多对多的联系，网状模型虽然对于多对多的联系处理起来比较方便，但它的结构比较复杂，用户不容易使用。关系模型是最重要的一种数据模型，它以二维表的形式表示实体与实体间的联系，它建立在严格的数学概念的基础上，具有更高的数据独立性、更好的安全保密性，也简化了程序员的工作和数据库开发建立的工作。本节课的内容还比较好理解，课后习题也加深了对于这三种模型的印象。,第一章绪论第二节课,2022-09-13 12:51:12
2020213336,"本节课主要介绍了关系数据结构及形式化定义以及关系操作的相关知识，在了解关系数据结构之前，需要知道一些基础知识，首先，要了解关系的相关概念，域是一组具有相同数据类型的值的集合，也就是取值范围，笛卡尔积为D1×D2×...×Dn，即分别从域D1、D2 …… Dn中选取一个元素记为d1、d2 …… dn组成的集合，一个域允许的不同取值个数称为这个域的基数，笛卡尔积可表示为一张二维表，表中每一行对应一个元组，表中的每一个值来自一个域。D1×D2×...×Dn的子集叫做在域D1、D2 …… Dn上的关系，n是关系的目或度，n=1时称为单元关系。在关系的相关概念中，要分清楚候选码、主码、全码的概念，关系中的某一属性组的值能唯一的标识一个元组，而其子集不能，则该属性组被称为候选码，主码是候选码中选定的其中一个，当关系模式的所有属性是这个关系模式的候选码，则称为全码。基本关系具有六条性质：1.每一列中的数据来自同一个域，是同一类型的数据；2.不同的列可以出自同一个域，称其中的每一列为一个属性；3.列的顺序无所谓；4.行的顺序无所谓；5.分量必须取原子值，不可再分；6.任意两个元组的候选码不能相同。关系模式是对于关系的描述，可被表示为R(U,D,DOM,F)。在一个给定的应用领域中，所有关系的集合构成一个关系数据库。关系数据库的型称为关系数据库模式，关系数据库的值是关系模式在某一个时刻对应的关系的集合，通常称为关系数据库。关系常用的关系操作包括查询、操作和插入、删除、修改操作。查询操作可分为选择、投影、连接、除、并、差、交、笛卡尔积等。选择、投影、并、差、笛卡尔积是五种基本操作。这节课的内容主要是那几种码那里比较容易混淆，书上给的概念比较难懂，通过一些例子去理解会更容易。",第二章关系数据库第一节课,2022-09-23 15:44:25
